# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Alyrata_107_v1	Arabidopsis_thaliana	Bdistachyon_314_v3	Crubella_183_v1	Esalsugineum_173_v1	Mtruncatula_285_Mt4
0	20713	0	0	0	22551
24543	39418	48863	6917	6744	23824
0	0	0	15416	791	42095
6445	15602	41259	27728	25662	5851
3280	46539	47302	0	9026	55362
19244	36680	0	2337	20534	0
11406	31203	31019	0	4075	49742
0	19898	36160	0	0	0
18984	47732	0	0	0	11568
6282	13090	43903	22982	18155	30748
0	10027	0	0	0	26455
24143	3988	36346	17895	1533	61055
17218	21170	50952	18917	11549	33395
3305	39171	0	26341	0	0
0	20972	49248	0	0	41683
0	7739	43919	0	0	33557
1081	46086	0	3542	9141	0
23374	32046	299	10317	15257	18134
28622	14435	30525	17351	28644	4839
32561	25620	0	27783	18535	0
14039	1766	30473	10374	13187	645
3513	43944	22270	1675	28128	40338
0	36923	0	4224	4637	53781
24448	16752	13260	11134	13324	17325
30418	9299	0	27730	26644	8180
19749	31053	0	7156	6928	20431
10607	33241	0	6326	5588	57372
8220	22771	0	18778	12381	0
17446	26056	50417	20752	21451	7940
26060	0	732	27146	0	43017
0	1880	0	5640	0	12027
0	40800	26648	9146	0	0
0	39873	4629	17838	9332	44443
7465	36217	19418	1907	0	37171
0	43269	0	10894	0	0
0	18961	38529	0	10793	43856
0	38437	0	0	0	16465
14870	21412	36277	9312	13369	35414
3641	41381	0	5645	7949	0
21487	14806	0	21339	21467	0
20464	27999	0	13711	2884	0
0	30122	5366	2211	0	16322
5029	10020	0	6877	7638	0
8524	21873	6339	2672	23301	42331
9587	39997	5888	2888	20402	27539
24670	40681	0	8757	13821	22515
6333	13978	3045	20416	12558	0
29164	30003	44763	14558	4263	60501
29104	17904	10542	0	0	0
12199	5175	0	6876	0	0
5617	38898	0	24022	0	28893
25259	3559	51823	22807	20617	40538
11033	23585	44277	4155	4797	32279
2972	25338	0	3637	0	0
27245	12559	13334	11535	13210	46118
0	12321	0	9690	0	0
26517	29126	0	13806	2489	26937
13759	36937	0	1538	20600	50229
20175	27329	45893	2053	27370	23583
29510	2656	26552	12863	2533	34281
28032	16458	0	26876	18772	60184
9924	37464	43011	7756	16178	40198
0	0	24113	7841	14581	0
5739	46492	0	0	11845	57066
5105	24767	3058	0	25515	0
0	42440	0	13077	0	0
4144	41498	0	25558	26760	12043
7151	19900	2973	3970	0	42891
0	5534	0	0	0	57417
0	26060	45456	11254	16025	44843
9715	11941	47356	25493	9836	4328
7317	41448	821	20280	12553	4978
0	38622	20817	0	19039	4356
16573	0	0	0	2845	17161
28803	34751	48782	2959	27836	44531
16373	17567	23812	27683	24580	4715
13124	29736	34151	4881	9006	45363
0	0	25322	0	26325	37969
18079	36371	0	4000	6048	40909
24926	4376	26993	16708	487	61307
7135	18046	0	14278	22429	22224
15766	11297	8693	23572	25703	15965
10952	4300	48465	24069	25632	14740
18994	18641	14527	0	0	27294
31663	295	0	0	0	0
0	29784	0	0	5762	1872
0	17319	0	25191	18711	0
0	17653	0	21692	17518	0
8150	14537	0	5704	8976	52906
2002	11700	45170	9251	13535	2110
0	42442	0	13078	0	0
31932	0	0	25530	24957	0
0	45587	14299	0	0	44155
22238	39466	52062	7822	14859	56858
0	0	17285	0	0	12246
452	20291	24019	8869	15088	55126
0	36725	0	0	0	2475
22564	45944	22164	1984	27157	22106
0	46593	8512	8325	10064	48615
17505	33305	9482	1220	27102	28788
0	26393	0	15997	0	0
12309	26697	7213	23585	26796	21693
26056	47660	763	9363	16168	14442
0	0	15343	0	23233	15615
27754	45771	29402	18740	11473	0
14030	16472	439	28372	18813	33810
0	43423	0	27937	23441	0
0	22582	16165	0	18408	0
20291	16264	41009	19926	12078	49409
0	37109	52111	23218	20497	43046
28714	36324	32164	26212	18641	21235
17621	25315	5190	1028	10812	0
9037	38877	0	18638	0	0
1614	38924	0	13332	2813	28732
27021	33034	0	6804	7155	0
0	31744	0	9401	0	2704
6199	15419	39986	15104	3239	52245
0	46155	21382	14848	3731	0
25796	11705	0	23896	17954	0
7448	15016	0	12328	2202	11513
29984	26830	6755	3590	4513	14271
11531	26971	41548	16736	414	11944
17749	21557	0	0	5578	51728
19631	3773	0	1142	27302	0
8751	32461	0	9782	13897	42031
902	40674	0	24109	23826	0
0	45332	0	0	9771	22821
24810	24164	30514	12259	2267	25517
0	11143	52006	0	26188	0
1007	34962	9170	10779	28724	23066
18932	8391	0	22765	25701	0
28368	37819	33447	5055	5616	45475
16072	19508	0	17013	0	14603
2337	27251	0	2899	16753	0
31527	36907	0	22189	25944	16073
11946	11553	6190	2654	10710	24374
0	38461	0	15143	0	0
21329	41875	0	7630	0	0
27097	15742	43547	26353	24031	13896
11047	32184	0	9534	15668	58131
0	0	11455	14662	2066	15632
1754	47666	0	20869	12404	7131
14067	6251	44375	23079	17817	59093
10144	23697	31254	15889	92	61848
29999	0	690	8755	0	0
0	866	29281	0	7781	43457
0	29316	52650	13466	0	0
0	0	3386	27016	28285	0
13622	17719	50926	26534	28293	42630
12144	40976	6861	18322	852	1604
519	41551	0	5893	0	0
18435	18622	39060	0	0	21792
11221	28624	19807	585	10527	47446
0	2832	31511	0	21847	56042
1966	8616	33384	10134	15662	55054
32004	47152	19025	18994	11782	7430
25502	5725	19767	8749	15971	33415
0	40436	23897	0	0	0
4800	41277	38744	13023	16771	19669
19106	26692	0	26742	0	11668
791	6831	2335	0	24252	0
0	17016	14444	11820	0	47677
7526	22558	15286	14079	22699	43796
17777	38453	0	2217	11081	0
9084	31657	27339	22554	26496	48697
824	21177	0	22238	0	0
0	5974	32451	0	0	0
15883	16177	0	9451	15537	0
0	47555	11487	0	0	0
18623	38685	235	19777	11830	57702
11818	22550	41062	26051	24836	6876
18085	25915	44223	23988	0	0
10977	5052	3250	13641	3205	18439
21881	45647	38939	8775	13342	44108
0	0	0	22648	17364	0
15511	44623	0	23180	26019	58848
29001	47705	0	4069	8188	0
0	0	402	0	0	37170
11014	10028	0	5432	5820	0
4536	8557	0	25549	19132	817
14278	33989	0	10417	13683	47154
3377	2664	8779	5671	6246	14054
0	7247	0	0	10500	45127
0	40489	0	0	15864	0
21285	6395	16334	8342	14679	4531
30128	42167	26967	19595	11660	41898
20544	32959	26847	7976	15341	36566
15286	38951	51390	11008	13595	59574
1215	13662	0	7011	5061	0
26601	11053	39694	8768	16441	5953
22117	23929	0	15609	28975	0
103	29485	12277	1795	10864	40074
9337	4407	0	11809	22386	0
7088	6578	0	22985	24196	9921
0	42430	0	0	0	34469
4799	40107	28198	1367	19848	47511
4401	26816	17351	14456	18207	45871
2627	24178	0	11100	14043	0
0	44793	86	0	0	0
22871	38068	0	1797	27298	0
0	23515	0	20886	21238	42067
16303	39547	41577	13071	4333	4402
13041	10642	28940	0	0	0
0	44975	0	10144	0	0
0	44972	0	10143	0	0
0	25274	9019	0	5521	0
20761	3973	0	12930	3044	61246
10909	24928	0	0	0	8730
7058	36336	22179	14304	0	0
2117	11570	32230	24567	24752	0
0	20865	4361	0	15003	61554
11277	27356	25307	12604	3877	9140
11569	31675	35349	19256	21598	33271
26585	2578	47558	15666	1560	6488
28207	10330	0	11907	20885	51607
12078	24005	0	13995	3641	0
0	18197	0	0	21858	0
950	35310	19419	467	19279	33647
0	34135	0	15358	0	14310
0	21155	0	28422	0	0
28990	29572	12779	3480	6830	31300
3995	11675	52218	7893	14268	26214
0	29263	4568	0	0	15226
0	29260	6737	0	0	15225
0	47553	11486	0	0	0
30803	37222	2115	11396	16449	51636
0	11735	0	1001	0	0
13421	26662	0	0	0	0
12896	29979	41562	12693	2220	51872
0	46757	0	0	0	13297
30774	38569	44895	25990	23467	7726
0	41788	49873	0	0	7380
0	41787	49872	0	0	0
0	41786	49871	0	0	0
11872	10220	0	396	11264	0
20646	21815	4217	1131	27512	27485
17819	6792	0	0	0	19172
1078	44289	0	6000	5598	56627
0	1681	0	0	288	0
2570	10087	0	23178	18273	0
0	36200	0	0	0	60999
4560	21504	3484	13092	20780	46555
17097	3627	12236	6782	8598	15765
0	10543	20640	0	0	20758
30992	37767	6814	14170	3850	14109
0	43116	0	0	26009	0
8219	21015	0	3922	8780	37650
3211	10477	47108	12102	2574	322
9652	44120	33624	10002	16183	1766
29692	44384	39269	11616	16177	20949
31972	15245	33528	22870	23520	37449
21372	6430	20974	16189	1114	56862
24762	20385	0	21712	24046	24965
0	27161	50734	0	0	37082
30245	20794	0	17559	309	0
26545	21475	10629	16612	1301	9183
0	20559	30387	23606	25993	0
0	14007	26603	0	6685	26877
4008	20016	223	23871	25092	18865
0	45368	0	5421	0	0
11480	38246	25573	10471	19364	0
28178	29969	13204	13638	16757	29498
16262	45576	24548	7224	4913	16055
0	34863	0	0	15848	0
26127	5490	43447	17529	758	0
24116	27655	0	1502	0	0
20496	13151	0	5006	6659	40335
17245	45973	0	27740	18755	37953
1309	19204	8439	24722	23535	8897
25871	22542	881	25812	23357	14234
0	3744	0	19002	21584	52578
25883	44004	35867	5798	8572	27429
2618	10091	0	26089	26024	0
31227	8089	33308	12951	22305	50780
19458	6759	0	14509	22614	34810
27379	30153	0	3680	5867	0
15695	3158	5885	12	0	60608
0	0	24012	0	0	60768
2186	42381	22343	27809	25850	61716
0	9020	0	0	0	49254
14143	23979	0	24369	24493	0
1297	38670	0	14659	2298	20916
0	40952	0	0	21545	50203
0	29820	0	11047	0	0
0	32948	0	27539	20323	0
13780	1270	42465	24884	24069	29867
0	2359	52320	9994	0	1701
0	903	0	0	0	2941
19561	19503	34281	20000	21772	60252
23403	27749	33137	24821	20584	56197
0	23749	36547	0	0	43517
0	14603	0	10295	16140	0
32286	23501	24230	27290	10473	35866
13118	15091	19008	27017	28250	1389
11662	17214	21819	9545	13295	7664
27047	4958	17600	599	0	61783
25753	3467	0	12872	2572	29949
28928	13400	0	14101	20806	17990
11690	21305	0	298	10524	0
7418	3190	26434	1301	0	41213
29335	25107	50212	19842	12268	6948
0	0	0	0	155	26294
6604	8251	50778	11905	3854	41203
18070	45845	0	9952	14802	44344
0	716	0	0	0	42321
14268	31858	23666	11061	13940	16640
20912	17708	0	23949	19178	1265
0	0	0	28015	0	50698
17243	44391	24522	21973	26678	0
2900	34817	0	12942	10040	61217
10071	6028	45711	22436	25359	2376
24473	28044	18505	7580	6371	0
26525	18939	0	22835	26232	0
19736	18417	0	0	25386	0
0	35266	0	13387	0	0
18633	7164	0	12247	3991	34775
20142	18102	0	15462	28903	39534
6666	36819	48969	8496	13289	35754
8466	5892	0	16473	9296	0
0	0	5938	0	0	31873
0	0	5937	0	0	31872
18645	10580	51470	18513	1229	26355
6317	1009	23554	10110	10488	51943
0	23296	23507	20565	13051	1064
0	18297	28709	8669	0	0
26586	46848	7903	21850	18331	29719
25168	36585	0	25848	26370	0
9943	2366	29738	4109	7224	3106
0	12645	0	24568	19499	44564
0	24253	21866	26807	0	0
8695	47221	23298	0	0	53885
1844	26350	49466	0	2860	57152
0	0	40708	0	0	49822
28741	36006	46608	11845	2733	0
28685	12446	43149	9316	14426	4255
2194	28037	49628	20634	13090	15463
0	0	49422	0	0	3848
28012	18285	0	7905	0	0
19014	40620	21876	14696	17283	29740
15452	26373	31544	7612	24952	13272
12862	39516	50132	5990	5015	52998
21654	0	0	15362	544	0
3980	42017	0	0	0	19976
13742	12057	9166	20863	11462	29048
0	24856	0	0	0	18069
14207	15955	0	15649	1543	0
1055	0	0	23998	0	0
23253	0	0	782	22321	0
25255	38526	12823	23690	23395	40641
11983	5771	7605	16533	176	2777
18317	24746	38438	23738	17860	40521
29092	43159	6067	23188	24644	8219
28512	6173	5618	14542	3464	9781
0	0	25321	24403	24705	0
0	21025	49249	0	0	42419
4151	31795	0	8236	13348	0
11333	43712	30474	27114	24621	0
30389	25878	0	1628	0	1985
2546	20684	19632	12908	22523	0
4880	31388	0	3843	7499	32687
14612	6751	9699	20048	11351	56644
18801	0	36522	17373	0	0
0	39183	45777	5780	8498	53616
0	5920	0	11437	16094	0
17215	22103	0	918	19192	25272
20404	42563	0	18384	1043	0
9551	10820	52746	12772	2848	26855
18379	0	21958	16523	6812	37668
0	2784	34065	0	0	1852
1537	8804	0	24964	23598	51470
0	45832	0	3709	8005	0
16250	31534	0	0	4839	0
0	13356	0	0	26740	32745
0	36332	0	28316	18679	0
0	19641	44663	17728	9286	0
13368	22659	22233	7636	5440	57376
0	36273	34191	27360	16793	0
17142	4071	7564	25166	19008	0
26101	8418	28162	5268	7479	8939
2601	13139	2750	4332	8874	14327
2705	12123	11995	17691	663	0
9711	25829	21482	4913	7582	8231
21240	15189	0	1070	18686	28737
7010	33851	0	10444	0	0
852	6142	0	27189	18787	0
0	6141	0	27188	0	0
2644	38542	0	25258	26881	0
29498	10730	0	18713	21320	10398
4789	9736	0	3394	7869	0
14670	304	44041	23417	23965	45647
0	12211	0	2603	10039	0
12433	8136	0	26647	20500	8305
20408	35286	29105	10367	15786	46810
28945	6473	99	16302	278	11850
0	2965	0	1642	20429	0
20878	8663	27861	981	27387	8226
5980	24570	29748	17352	282	0
0	42960	0	0	1149	0
19883	723	0	10009	9948	0
11556	23571	0	18649	12696	0
22724	23224	44324	20917	22135	2668
2595	6881	0	6812	5914	0
5162	16025	25556	25937	26588	42828
20481	29674	0	0	21569	0
24749	14004	4159	24855	24379	8142
0	47552	401	0	0	0
18385	32428	48498	22658	24850	58830
24133	29938	0	0	0	0
13557	41907	0	0	0	0
18454	29549	863	27004	23474	0
3944	29552	41266	13468	2469	47368
8471	34874	0	27519	0	0
0	1501	0	25987	0	0
2282	34402	0	16559	377	15493
0	25124	0	16980	158	0
29463	20676	52395	19117	12510	13284
14579	7706	36884	12717	21074	13960
29185	6776	28955	18615	12608	0
27070	43862	16043	17679	24825	29652
26575	8345	45733	22590	26094	14887
4340	40418	0	22498	23735	0
24529	44677	0	0	0	7941
2057	40088	1407	27697	11286	51040
2144	46552	49346	20209	12798	7928
32116	31356	1422	22778	26087	6895
0	5198	301	0	23106	35351
0	30156	0	3679	0	47501
28393	24106	37919	13330	22408	54436
748	33413	4100	24412	17788	43359
24384	21029	27225	22381	26534	0
0	0	51612	0	0	35325
10914	25255	39363	21136	12289	40903
15316	19192	0	12337	2543	23190
255	42270	25191	9750	15943	41243
0	18934	7482	34	11116	24328
0	0	52794	0	0	36966
0	8261	21484	0	0	0
13981	12548	28330	8282	13837	0
2189	11006	12982	23641	18507	0
32337	20243	0	22349	25257	27171
30269	41055	52336	8728	13572	56930
0	0	0	24563	0	23374
0	21705	0	1195	27482	0
0	22096	0	8466	14222	0
25315	20964	33177	4106	8807	4954
31503	9913	43434	17355	1314	0
3797	1707	0	27713	0	0
17500	8936	47322	26630	23999	5934
4075	42920	0	22493	26145	0
21941	39111	1389	7332	8133	39510
3533	23435	0	16590	1414	27767
0	44145	0	27364	0	17778
31003	13366	40057	23880	25551	27580
1021	40180	29679	10065	10343	54796
0	5967	0	18637	0	0
13502	36715	0	4385	5260	61044
30947	2088	5095	16011	1484	38177
17441	41253	49157	0	6074	24290
0	0	22862	0	15299	36574
0	22077	0	26007	0	54887
16034	34537	0	25440	26128	10172
19055	28206	32475	25156	18385	3918
4190	16056	13742	26748	20217	46459
13546	424	4889	4218	8300	0
0	0	21758	0	0	32518
0	39655	0	27763	24015	0
30343	30751	43057	9434	13312	6090
0	36611	0	7488	0	0
14741	9082	11090	117	19395	30623
31123	0	0	16918	0	0
0	3758	6879	0	2256	33025
0	47774	0	0	27569	0
17951	5715	0	4235	6965	0
7427	43016	32047	12756	3206	28326
12445	40782	0	3436	4923	51596
18044	40271	0	7185	7120	51617
31393	21237	308	8323	9775	48899
50	3398	0	6484	4573	0
0	18813	0	1962	0	0
29217	47401	34308	24386	0	61152
26775	44894	16955	16208	1030	28275
19241	21650	0	0	0	58491
22796	47944	36652	9689	16408	60272
26233	26658	40480	7358	7636	7043
10911	825	0	14736	2043	30292
16596	39444	0	23367	17442	0
9209	37030	28533	0	0	8410
29679	30087	0	2155	27866	0
20635	43868	5116	18447	14719	34034
0	0	38187	0	0	45311
1592	45137	0	0	0	0
0	23732	0	2532	27477	0
25773	48122	0	25088	25458	0
0	33523	0	0	0	60509
16726	33349	3796	15432	1789	11111
4449	6438	0	14014	22464	0
0	13956	0	0	6467	0
2503	21258	0	15617	1528	12921
14484	36241	0	27950	28415	0
14548	23625	0	14363	5338	0
0	0	8344	0	0	4762
3465	0	19427	0	0	30206
20390	11353	0	18681	12155	0
0	33988	0	10418	13684	0
350	20828	0	9010	19207	41062
0	22098	0	8465	0	0
22598	28538	20647	20118	13106	0
0	6416	24465	0	0	0
8090	8017	0	17335	1723	21771
5040	21541	0	3354	0	0
6698	37	49607	6824	6989	37846
13187	6290	48427	18981	11854	0
20031	29767	48556	1115	27678	0
0	32968	17301	0	10415	31551
0	0	39372	0	0	42575
22772	26121	0	17438	28195	0
31874	46660	0	27047	20242	0
0	0	6341	0	17580	0
1701	12006	47692	6945	4741	43468
7214	38665	47160	19559	21872	38797
24125	36616	0	898	28036	0
16160	28009	7000	10003	15108	39391
10999	15265	19091	26279	23057	53389
25937	42597	47071	15005	0	14323
9832	42921	0	8551	15844	0
18848	16073	41433	19007	13021	21679
25471	44574	35782	23768	0	59925
9329	32097	45796	25851	24085	0
7487	17249	8464	0	0	6781
14230	11363	3289	11365	28191	38025
3088	4594	0	0	0	0
30593	16545	23299	0	0	0
17297	44851	0	7037	7731	3831
10403	38808	29721	9735	14437	3790
0	44081	4078	1461	27626	0
28716	45607	4266	12691	8671	59213
0	6275	6622	0	0	0
32012	6731	1122	4002	8082	10154
0	13355	0	0	26738	32746
15855	32	0	18802	11879	0
0	15000	49071	0	0	19720
0	14999	0	0	0	19719
18297	24474	0	26096	25484	0
7121	39759	48368	20019	12838	0
13508	13759	34985	0	0	21915
10462	42990	0	0	0	30531
131	14314	0	503	18655	0
20229	41720	0	0	5083	0
0	34089	8701	0	22862	7649
23864	17400	0	22975	25696	31252
24040	43843	0	13357	3101	13086
13669	16681	26283	28285	18896	57098
21173	34865	2132	2371	27188	5919
4844	12494	0	0	0	6697
0	0	579	0	2966	23945
1315	28117	40795	22503	26932	57722
0	24055	0	18606	0	45344
19965	6782	0	10186	16513	0
30109	0	25308	20049	11446	9141
12196	39959	0	10025	15533	42379
14505	28070	0	2912	10548	19289
0	591	659	8582	0	61480
18753	18695	0	14340	4202	57501
31788	25009	0	14611	3757	14610
22349	5229	0	27571	23660	0
0	23440	0	21766	0	34353
21721	30723	48142	22059	17831	5942
0	31202	46161	15322	4077	0
0	41239	38982	0	0	0
3732	41222	21729	13700	21589	45011
15155	20360	17414	25142	26762	0
0	24061	0	20282	0	60961
14902	46530	37061	6670	7824	43293
21845	47165	10135	24774	24028	11771
0	46718	0	11183	15625	0
29224	34012	30470	3384	0	0
28445	13667	0	18233	1047	0
0	0	7499	0	0	15940
21693	38487	32886	20826	0	0
0	39213	1645	0	13902	50683
23910	46758	48477	28348	28261	47361
3353	13176	0	16112	0	0
5577	23736	35862	24507	18939	44458
0	20945	34553	0	1807	0
0	17566	0	27684	24581	38812
8003	37562	0	9115	15408	17443
22062	25138	0	24699	23428	12937
5846	8982	0	16494	9590	0
23770	23369	16498	0	10636	44561
31957	3200	0	4423	6805	0
0	0	5424	0	0	31871
0	22007	31013	0	0	15784
1054	38442	43572	22164	18474	50124
15516	30922	0	2215	27399	33445
26202	11370	42731	10254	9975	61477
0	0	14452	0	21796	0
2159	22032	18415	24939	26607	27810
27554	39389	0	2550	19250	0
23883	43609	29129	23194	26815	57703
23052	7311	46894	22791	18805	52026
0	21311	0	20528	19380	57907
29167	9033	0	12119	2991	9922
0	1618	0	0	0	24750
32472	9983	29718	18281	29023	61879
25427	44461	0	6536	5400	0
23679	47794	0	5973	6827	11279
16196	3929	37659	24547	24902	31106
25694	28543	50535	4408	8231	11371
15568	17761	0	0	0	0
2216	6699	49909	4918	8655	7110
1964	47232	0	14009	4063	0
1412	33961	0	3771	0	0
11977	2579	0	0	0	0
20873	7421	27228	23999	9686	388
0	10341	0	27982	22849	0
16206	3662	29976	0	7834	443
0	29547	0	5023	0	15680
27579	3951	0	14949	0	0
23224	24759	0	25645	20455	38078
13533	28182	4594	16055	1542	60345
9666	25688	30053	9784	0	1392
11109	34490	43844	5574	5422	5643
0	5224	0	6459	5942	0
0	28654	35588	0	4611	0
29412	3370	12755	11530	15764	46670
18812	12804	12647	7766	13631	33860
2076	28592	0	0	0	51023
15341	27883	44494	6965	5395	20825
27763	17422	43450	10912	14492	48471
0	20424	0	0	0	11941
28747	22475	37386	16057	236	41798
20944	31283	19775	20393	21901	53429
15904	42858	31714	23279	19125	40697
0	37449	0	0	0	42586
18271	4685	40593	21044	11711	38132
0	23428	43210	22052	24889	55302
28222	34633	27701	25413	15319	15860
10092	19812	42263	9061	10209	7690
17627	42032	47396	11770	2667	41730
14369	37818	6303	8234	14334	22586
26465	35471	15013	2047	7269	30469
6701	16846	6486	7754	28184	15107
17665	31755	0	0	0	23277
19079	32606	0	22813	18037	25658
26067	31834	23969	4657	9139	40954
6916	4832	0	25805	19016	0
26818	44986	34117	11356	13422	47422
0	0	24052	0	0	54546
2124	3497	0	14673	4415	0
17193	11182	0	15540	376	0
0	22156	0	9439	0	0
3299	6188	19149	5847	6605	32891
30112	7191	40096	10603	15881	61991
10936	24196	0	15903	103	0
18744	26435	26852	4207	8540	7586
27991	43555	44000	5641	7358	26762
5348	19354	9216	16412	9707	41955
13196	7244	0	23422	0	0
6639	39923	40105	22669	23478	45069
0	0	40621	24892	0	32697
12228	9449	0	0	27784	0
0	32037	0	0	24014	35476
12166	45060	0	0	0	0
0	5572	0	3871	0	0
14314	19282	0	23195	20604	0
22675	22458	27531	12761	4116	43364
23858	7346	0	1824	28015	0
0	0	10769	0	0	10209
2558	2628	19597	24825	25186	11691
32549	35583	29140	16807	0	34745
0	43146	0	2988	0	54243
0	12962	0	0	22751	0
0	36717	0	24875	17997	0
0	36767	24425	0	0	0
0	0	0	0	7709	59781
10107	46265	0	0	14383	0
10934	16609	0	24750	25622	0
17275	19767	0	4469	0	56990
0	18503	0	265	11129	55522
30220	38722	0	4096	4742	15118
0	11008	38228	28194	0	0
0	0	45391	0	0	18164
12214	28975	0	4522	7659	0
18692	38514	0	6203	8205	30174
0	11237	0	0	23955	0
10935	39875	0	6893	6247	45500
32555	4723	10240	19191	12876	40573
7565	35322	44764	3310	4704	8189
570	2884	43752	20840	29101	40248
10429	16489	38350	27507	23352	38231
24200	37181	3720	24393	25657	47680
21126	10406	20453	22390	18261	17719
3205	18274	17657	19423	11843	17500
7975	21752	0	5844	8025	7659
3610	24827	27938	0	0	0
0	45589	0	0	0	44158
24120	31252	0	3944	7618	35100
31560	2439	36414	14024	4350	11025
24513	3122	25601	28249	25627	44340
27666	4048	40553	22793	20593	26377
0	9468	0	3204	7123	0
25139	46892	6376	0	0	0
16579	22223	26704	8246	13262	52038
5885	39805	0	15137	3223	39877
10637	43134	37569	19059	12586	31979
16588	15158	31523	16440	0	19511
0	0	32826	0	4551	0
19917	47789	0	26226	24399	14594
26489	33191	30609	3314	0	3484
0	35722	0	0	0	44067
5386	25314	0	1029	0	23891
30782	12466	0	3052	0	0
0	10974	17323	26529	0	0
14834	31076	0	12561	22539	37536
10093	16946	0	12666	2994	0
15467	13862	41426	8517	28179	44591
5272	1570	20769	16278	28802	22959
18525	23118	0	22439	24347	23335
20542	30988	0	0	0	0
12762	29433	0	12181	0	0
5759	0	0	6909	5554	0
31660	38097	0	0	23254	10900
0	30115	0	14383	3540	1361
2329	21519	0	0	0	6491
0	14873	0	3634	0	22002
0	29657	37768	14670	0	0
7968	25319	36604	8978	14259	0
29171	48127	28978	16044	15505	61467
5754	18603	41150	10545	14711	0
18627	0	0	15591	0	0
0	26454	46850	0	0	58162
17198	24888	32885	18755	21869	0
28069	40552	0	25651	25895	0
23474	17951	47773	6707	7675	43873
0	16498	0	0	0	11536
0	15900	0	8652	0	0
0	33874	51023	0	0	0
0	31481	50485	7504	0	0
10624	5502	6690	17274	20860	8135
30008	30263	0	5208	5877	0
0	32549	0	0	25540	50537
17346	990	0	22426	0	0
18283	41125	39423	3275	9008	21643
