query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Bdist_subject_id;Ath_vs_Bdist_dN;Ath_vs_Bdist_dS;Ath_vs_Bdist_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS;Ath_vs_Pabies_subject_id;Ath_vs_Pabies_dN;Ath_vs_Pabies_dS;Ath_vs_Pabies_dNdS
AT1G15370.1.1;471734;0;0.1179;0;Bradi1g01014.1;0.09637;1.323;0.07284;Carubv10010572m;0.008201;0.2541;0.03227;Thhalv10009024m;0.02331;0.2481;0.09396;Medtr2g103690.1;0.07437;2.163;0.03438;MA_10428289g0010;0.1631;1.104;0.1478;lcl|NW_010965372.1_cds_XP_010537992.1_13681;0.05;0.7113;0.07029
AT1G15390.1.1;334826;0.01359;0.1108;0.1227;Bradi2g41027.1;0.3906;NA;NA;Carubv10011124m;0.03653;0.2081;0.1756;Thhalv10008467m;0.05701;0.2635;0.2163;Medtr4g011040.1;0.2444;1.641;0.1489;MA_395770g0010;0.2712;3.684;0.07362;lcl|NW_010964598.1_cds_XP_010532162.1_8449;0.1901;0.8194;0.232
AT1G15410.2.1;471741;0.01914;0.1155;0.1657;Bradi2g40980.1;0.5215;NA;NA;Carubv10009705m;0.04646;0.1453;0.3197;Thhalv10008186m;0.05435;0.3619;0.1501;Medtr2g103300.1;0.2916;NA;NA;MA_9130g0020;0.4754;NA;NA;lcl|NW_010965373.1_cds_XP_010539512.1_14972;0.1539;0.9046;0.1701
AT1G15510.1.1;471752;0.0191;0.09238;0.2068;Bradi2g15700.1;0.3831;NA;NA;Carubv10012185m;0.02586;0.1753;0.1475;Thhalv10006770m;0.03512;0.208;0.1689;Medtr4g011570.1;0.2655;2.12;0.1252;MA_27726g0010;0.5048;NA;NA;lcl|NW_010965372.1_cds_XP_010537957.1_13651;0.09021;0.5907;0.1527
AT1G15550.1.1;471756;0.02313;0.1404;0.1648;Bradi2g04840.1;0.6009;1.597;0.3762;Carubv10009532m;0.03974;0.2582;0.1539;Thhalv10008008m;0.05406;0.248;0.218;Medtr2g102570.1;0.3162;3.112;0.1016;MA_24155g0010;0.4746;NA;NA;lcl|NW_010965372.1_cds_XP_010537951.1_13645;0.1814;0.8576;0.2115
AT1G15660.1.1;471760;0.06279;0.0871;0.7209;Bradi2g43660.3;0.7566;NA;NA;Carubv10008417m;0.1394;0.1831;0.7613;Thhalv10006923m;0.2014;0.2599;0.7751;Medtr8g467560.1;0.5713;1.921;0.2974;MA_8562g0010;0.2401;NA;NA;lcl|NW_010965372.1_cds_XP_010537936.1_13631;0.3143;0.7959;0.3949
AT1G15690.1.1;920472;0.002845;0.1649;0.01725;Bradi1g47767.1;0.09323;1.343;0.06943;Carubv10008378m;0.009006;0.2518;0.03576;Thhalv10006869m;0.01835;0.3507;0.05233;Medtr4g115970.1;0.06927;1.358;0.05102;MA_121856g0010;0.08276;1.583;0.05227;lcl|NW_010965372.1_cds_XP_010537929.1_13625;0.04255;0.6813;0.06246
AT1G15740.1.1;471769;0.0103;0.09463;0.1089;Bradi5g14870.6;0.2613;NA;NA;Carubv10010899m;0.03449;0.2043;0.1688;Thhalv10007169m;0.0258;0.2137;0.1207;Medtr4g116170.1;0.2519;1.641;0.1535;MA_17173g0010;0.3302;2.229;0.1481;lcl|NW_010964598.1_cds_XP_010532115.1_8406;0.06705;0.6308;0.1063
AT1G15760.1.1;471774;0.03514;0.09226;0.3809;Bradi5g23745.1;0.6233;NA;NA;Carubv10012382m;0.05666;0.26;0.2179;Thhalv10009960m;0.08538;0.4086;0.209;Medtr4g009760.1;0.3949;NA;NA;MA_158232g0010;0.4565;NA;NA;lcl|NW_010965372.1_cds_XP_010537922.1_13619;0.129;0.7466;0.1727
AT1G15880.1.1;471787;0.00769;0.1114;0.06906;Bradi4g30320.1;0.1731;1.991;0.08693;Carubv10010239m;0.02528;0.2114;0.1196;Thhalv10008707m;0.02494;0.2667;0.09353;Medtr4g006570.3;0.1195;1.601;0.07464;MA_10430438g0010;0.5185;NA;NA;lcl|NW_010965372.1_cds_XP_010537885.1_13581;0.07265;0.7151;0.1016
AT1G15950.3.1;471794;0.01097;0.1298;0.08449;Bradi3g36887.1;0.2259;2.841;0.07952;Carubv10009629m;0.01745;0.3347;0.05216;Thhalv10008111m;0.02764;0.3763;0.07345;Medtr2g104960.1;0.179;1.223;0.1463;MA_9446650g0010;0.185;3.463;0.05343;lcl|NW_010965372.1_cds_XP_010537872.1_13570;0.070930000000000007;0.85;0.08344
AT1G16010.3.1;471800;0.005906;0.1304;0.04529;Bradi1g30970.1;0.1479;1.648;0.08977;Carubv10010853m;0.01096;0.1849;0.05926;Thhalv10007638m;0.01846;0.3118;0.0592;Medtr2g105270.2;0.1005;1.691;0.05943;MA_8797g0010;0.1421;2.934;0.04843;lcl|NW_010965373.1_cds_XP_010539542.1_15002;0.03232;0.6339;0.05098
AT1G16040.1.1;911413;0.0983;0.1875;0.5243;Bradi1g76510.1;0.4234;2.682;0.1579;Carubv10010172m;0.1305;0.2865;0.4554;Thhalv10008658m;0.1537;0.38;0.4045;Medtr3g110270.2;0.3881;1.53;0.2537;MA_51379g0010;0.5713;NA;NA;lcl|NW_010964598.1_cds_XP_010532077.1_8370;0.2272;0.4928;0.461
AT1G16070.1.1;471808;0.02385;0.1339;0.1781;Bradi3g05930.1;0.4599;NA;NA;Carubv10009355m;0.05688;0.2844;0.2;Thhalv10007810m;0.05748;0.2452;0.2344;Medtr2g105390.1;0.3926;1.731;0.2268;MA_13250g0010;0.4455;NA;NA;lcl|NW_010965372.1_cds_XP_010537863.1_13565;0.154;0.7434;0.2071
AT1G16080.1.1;471810;0.00579;0.08036;0.07204;Bradi3g19310.1;0.1878;1.389;0.1351;Carubv10009813m;0.02222;0.1933;0.115;Thhalv10008259m;0.03303;0.2448;0.1349;Medtr4g007910.1;0.1749;1.661;0.1053;MA_10436923g0010;0.2252;1.879;0.1199;lcl|NW_010965372.1_cds_XP_010537871.1_13567;0.06908;0.7431;0.09296
AT1G16520.1.1;471850;0.03714;0.1242;0.299;Bradi1g13160.1;0.3599;NA;NA;Carubv10009722m;0.02543;0.2329;0.1092;Thhalv10008187m;0.03986;0.2374;0.1679;Medtr0260s0030.1;0.2192;2.126;0.1031;MA_186538g0010;0.3392;2.016;0.1683;lcl|NW_010964598.1_cds_XP_010531984.1_8282;0.1094;0.818;0.1338
AT1G16540.1.1;471852;0.02421;0.07647;0.3165;Bradi1g32350.5;0.3126;3.396;0.09206;Carubv10011147m;0.03774;0.1297;0.2911;Thhalv10006808m;0.05604;0.2404;0.2331;Medtr4g030930.1;0.2581;1.448;0.1783;MA_10285895g0010;0.3503;NA;NA;lcl|NW_010965372.1_cds_XP_010537781.1_13485;0.1264;0.6208;0.2036
AT1G16570.1.1;911461;0.01344;0.07155;0.1878;Bradi1g72620.1;0.2542;2.062;0.1233;Carubv10008948m;0.02573;0.1621;0.1587;Thhalv10007572m;0.02442;0.1987;0.1229;Medtr2g069330.1;0.1935;1.702;0.1137;MA_179056g0010;0.2131;2.032;0.1049;lcl|NW_010964598.1_cds_XP_010531978.1_8279;0.08906;0.7992;0.1114
AT1G16720.1.1;471868;0.008696;0.1377;0.06313;Bradi1g34525.1;0.2038;1.768;0.1153;Carubv10008646m;0.01477;0.2491;0.05929;Thhalv10007626m;0.01744;0.2876;0.06063;Medtr4g005070.5;0.1888;1.596;0.1183;MA_937923g0010;0.269;NA;NA;lcl|NW_010965373.1_cds_XP_010539594.1_15049;0.07127;0.8708;0.08185
AT1G16740.1.1;911478;0.003792;0.1769;0.02144;Bradi2g49030.3;0.1001;3.332;0.03004;Carubv10010647m;0;0.2619;0;Thhalv10009114m;0.007395;0.3675;0.02012;Medtr5g087380.2;0.07533;2.422;0.03111;MA_315714g0010;0.2792;3.125;0.08934;lcl|NW_010965372.1_cds_XP_010537762.1_13465;0.04279;0.6774;0.06317
AT1G16770.1.1;471873;0.02818;0.1009;0.2793;Bradi3g03450.1;0.2609;NA;NA;Carubv10011789m;0.03145;0.3295;0.09546;Thhalv10009697m;0.04314;0.2845;0.1517;Medtr2g105720.1;0.2668;NA;NA;MA_134064g0010;0.3125;NA;NA;lcl|NW_010965372.1_cds_XP_010537751.1_13456;0.1039;0.87;0.1195
AT1G16810.3.1;471877;0.03107;0.0638;0.4871;Bradi3g56310.1;0.2782;NA;NA;Carubv10012679m;0.04102;0.2088;0.1965;Thhalv10009064m;0.05126;0.2142;0.2393;Medtr4g005440.2;0.25;2.655;0.09417;MA_122418g0010;0.2861;NA;NA;lcl|NW_010965372.1_cds_XP_010537741.1_13446;0.1816;0.7662;0.237
AT1G16860.1.1;920592;0.006206;0.1164;0.05332;Bradi3g18470.8;0.2034;1.517;0.1341;Carubv10009033m;0.01001;0.228;0.0439;Thhalv10007531m;0.02888;0.2906;0.09938;Medtr4g005510.1;0.1452;1.638;0.08865;MA_9168g0010;0.2399;NA;NA;lcl|NW_010965372.1_cds_XP_010537736.1_13441;0.05056;0.6058;0.08347
AT1G16870.1.1;471887;0.02097;0.08936;0.2347;Bradi1g54480.3;0.3438;NA;NA;Carubv10009019m;0.03276;0.2364;0.1386;Thhalv10007506m;0.05783;0.307;0.1884;Medtr3g031280.1;0.2269;1.95;0.1164;MA_307440g0010;0.2112;NA;NA;lcl|NW_010965373.1_cds_XP_010539611.1_15064;0.1341;0.7337;0.1828
AT1G16880.1.1;471888;0.01934;0.1143;0.1693;Bradi3g18820.8;0.2018;2.395;0.08426;Carubv10009908m;0.02853;0.2001;0.1425;Thhalv10008372m;0.04697;0.2205;0.213;Medtr4g007140.1;0.1812;1.083;0.1673;MA_10429170g0010;0.1294;NA;NA;lcl|NW_010964598.1_cds_XP_010531931.1_8234;0.1125;0.6386;0.1762
AT1G16900.1.1;471892;0.01783;0.1054;0.1692;Bradi2g06627.2;0.2049;2.645;0.07748;Carubv10008626m;0.02737;0.1784;0.1534;Thhalv10007218m;0.03622;0.2963;0.1222;Medtr2g076680.1;0.1703;1.653;0.103;MA_10429532g0010;0.3766;NA;NA;lcl|NW_010965372.1_cds_XP_010537732.1_13437;0.08501;0.7454;0.114
AT1G17070.1.1;471905;0.02636;0.1243;0.2121;Bradi4g02030.1;0.4597;NA;NA;Carubv10012542m;0.03769;0.2118;0.1779;Thhalv10006789m;0.05406;0.2438;0.2217;Medtr8g010350.3;0.2984;2.53;0.1179;MA_10426814g0020;0.3603;NA;NA;lcl|NW_010961290.1_cds_XP_010528677.1_5367;0.1598;0.8833;0.1809
AT1G17100.1.1;471908;0.01917;0.1503;0.1275;Bradi2g06730.1;0.2892;NA;NA;Carubv10010190m;0.06079;0.3761;0.1616;Thhalv10008655m;0.08088;0.4797;0.1686;Medtr8g461390.1;0.2949;2.291;0.1287;MA_241180g0010;0.457;NA;NA;lcl|NW_010965373.1_cds_XP_010540130.1_15556;0.1278;1.432;0.08926
AT1G17160.1.1;312683;0.03583;0.2007;0.1785;Bradi2g45890.2;0.3187;NA;NA;Carubv10009429m;0.03667;0.3325;0.1103;Thhalv10007918m;0.0567;0.4166;0.1361;Medtr2g072830.3;0.2317;1.695;0.1367;MA_10427590g0020;0.2476;2.032;0.1218;lcl|NW_010965372.1_cds_XP_010537672.1_13379;0.1297;0.911;0.1424
AT1G17200.1.1;471923;0.008574;0.1234;0.06949;Bradi5g05180.2;0.326;1.705;0.1912;Carubv10010315m;0.05052;0.2213;0.2283;Thhalv10008792m;0.07746;0.3784;0.2047;Medtr3g064310.1;0.3704;2.171;0.1706;MA_286708g0010;0.4826;NA;NA;lcl|NW_010964598.1_cds_XP_010531897.1_8202;0.159;0.9529;0.1669
AT1G17210.1.1;471924;0.007776;0.07383;0.1053;Bradi1g06480.1;0.4129;NA;NA;Carubv10011970m;0.02538;0.1987;0.1277;Thhalv10006705m;0.03755;0.2223;0.1689;Medtr8g079465.4;0.3561;1.745;0.2041;MA_288710g0020;0.2508;NA;NA;lcl|NW_010965373.1_cds_XP_010540118.1_15545;0.09815;0.5792;0.1695
AT1G17280.9.1;471931;0.01604;0.1584;0.1012;Bradi1g46730.1;0.2643;2.609;0.1013;Carubv10010163m;0.03799;0.2067;0.1838;Thhalv10009625m;0.0367;0.2361;0.1554;Medtr8g023380.4;0.1384;1.393;0.09932;MA_130652g0010;0.241;1.88;0.1282;lcl|NW_010965372.1_cds_XP_010537656.1_13364;0.08372;0.6617;0.1265
AT1G17330.1.1;471936;0.01965;0.0919;0.2138;Bradi3g29300.2;0.233;2.479;0.09398;Carubv10010080m;0.04423;0.1861;0.2376;Thhalv10008690m;0.04035;0.1165;0.3462;Medtr4g023480.1;0.1223;1.173;0.1042;MA_10431034g0010;0.3856;1.781;0.2165;lcl|NW_010964598.1_cds_XP_010532328.1_8186;0.09877;0.5158;0.1915
AT1G17350.5.1;471939;0.00748;0.1158;0.06457;Bradi2g48720.1;0.1698;1.774;0.0957;Carubv10010222m;0.02291;0.1869;0.1225;Thhalv10008692m;0.03474;0.2807;0.1238;Medtr8g022330.1;0.1631;1.402;0.1163;MA_6968453g0010;0.1984;1.652;0.1201;lcl|NW_010965372.1_cds_XP_010537645.1_13353;0.08747;0.7739;0.113
AT1G17370.1.1;920656;0.01047;0.07926;0.1322;Bradi4g13327.1;0.1579;2.293;0.06888;Carubv10009263m;0.02343;0.2142;0.1094;Thhalv10007746m;0.02775;0.2913;0.09528;Medtr8g022050.1;0.0968;1.245;0.07778;MA_10429328g0010;0.242;2.243;0.1079;lcl|NW_010964598.1_cds_XP_010531887.1_8192;0.06318;0.605;0.1044
AT1G17440.2.1;471949;0.01875;0.141;0.133;Bradi2g54860.3;0.4285;NA;NA;Carubv10008470m;0.03648;0.3052;0.1195;Thhalv10006997m;0.04332;0.3756;0.1154;Medtr8g020480.1;0.2373;2.006;0.1183;MA_58693g0010;0.3975;0.9278;0.4284;lcl|NW_010965373.1_cds_XP_010540091.1_15519;0.1279;0.9331;0.1371
AT1G17450.2.1;920663;0.02303;0.08377;0.2749;Bradi3g49467.2;0.6145;NA;NA;Carubv10008077m;0.04224;0.1682;0.2512;Thhalv10017997m;0.08345;0.2093;0.3988;Medtr3g005240.1;0.4675;1.645;0.2843;MA_60759g0010;0.5171;NA;NA;lcl|NW_010965373.1_cds_XP_010540090.1_15518;0.1919;0.6166;0.3112
AT1G17665.1.1;911578;0.02702;0.09247;0.2922;Bradi2g06010.2;0.5631;NA;NA;Carubv10011678m;0.08231;0.2745;0.2998;Thhalv10008108m;0.07929;0.2888;0.2745;Medtr2g100100.1;0.2989;1.282;0.2332;MA_16172g0010;0.4931;NA;NA;lcl|NW_010965372.1_cds_XP_010537558.1_13274;0.2093;0.74;0.2828
AT1G17680.3.1;471977;0.01927;0.07905;0.2437;Bradi1g08940.1;0.5052;NA;NA;Carubv10008264m;0.04393;0.1785;0.2461;Thhalv10006758m;0.06678;0.2462;0.2712;Medtr4g079390.1;0.4307;1.948;0.2211;MA_800932g0010;0.1998;NA;NA;lcl|NW_010963495.1_cds_XP_010531166.1_7573;0.2002;0.8145;0.2458
AT1G17690.1.1;471979;0.03688;0.1008;0.3658;Bradi2g05445.3;0.3847;2.213;0.1738;Carubv10012647m;0.0637;0.2291;0.278;Thhalv10006892m;0.08577;0.2715;0.3159;Medtr2g036890.1;0.391;1.537;0.2544;MA_72129g0020;0.6558;1.83;0.3583;lcl|NW_010965373.1_cds_XP_010539417.1_14882;0.1544;0.662;0.2332
AT1G17730.1.1;920696;0.01917;0.1646;0.1164;Bradi1g30430.1;0.09422;1.454;0.0648;Carubv10010323m;0.0131;0.309;0.04238;Thhalv10008799m;0.01052;0.5219;0.02016;Medtr2g100420.1;0.07661;1.763;0.04345;MA_6597368g0010;0.1072;2.175;0.04929;lcl|NW_010965372.1_cds_XP_010537547.1_13266;0.03207;0.7375;0.04348
AT1G17760.1.1;471988;0.0162;0.07617;0.2127;Bradi4g03980.3;0.2558;2.034;0.1258;Carubv10011584m;0.03675;0.1068;0.344;Thhalv10006915m;0.04847;0.1839;0.2635;Medtr6g026900.2;0.1657;1.375;0.1205;MA_18320g0020;0.3707;1.597;0.2322;lcl|NW_010965372.1_cds_XP_010537545.1_13263;0.111;0.5842;0.19
AT1G17820.1.1;920705;0.02266;0.1217;0.1862;Bradi3g56720.1;0.4705;NA;NA;Carubv10008308m;0.05653;0.2202;0.2568;Thhalv10006829m;0.070930000000000007;0.2138;0.3317;Medtr1g077470.1;0.4254;2.68;0.1587;MA_10428758g0010;0.5652;NA;NA;lcl|NW_010965372.1_cds_XP_010537536.1_13254;0.2053;0.8967;0.2289
AT1G17840.1.1;471997;0.002407;0.1197;0.02012;Bradi3g29847.1;0.1705;2.972;0.05736;Carubv10008462m;0.006148;0.2827;0.02175;Thhalv10006960m;0.008153;0.2309;0.03531;Medtr6g066240.1;0.09684;1.339;0.07231;MA_10436774g0010;0.234;NA;NA;lcl|NW_010965372.1_cds_XP_010537533.1_13251;0.05322;0.7451;0.07143
AT1G17870.1.1;920712;0.02328;0.1686;0.1381;Bradi1g09950.1;0.2316;NA;NA;Carubv10011415m;0.04243;0.3362;0.1262;Thhalv10007206m;0.0509;0.3951;0.1288;Medtr4g010130.1;0.1502;2.77;0.05423;MA_111858g0010;0.2399;2.919;0.0822;lcl|NW_010965372.1_cds_XP_010537530.1_13249;0.1004;0.9866;0.1017
AT1G17880.1.1;312752;0.01638;0.119;0.1376;Bradi1g01600.1;0.1263;1.036;0.1219;Carubv10010502m;0.01398;0.1845;0.07573;Thhalv10008957m;0.01767;0.2915;0.06064;Medtr4g071000.1;0.09626;1.244;0.07736;MA_798143g0020;0.117;2.193;0.05332;lcl|NW_010965217.1_cds_XP_010535283.1_11187;0.09948;0.6738;0.1476
AT1G18010.1.1;472014;0.02078;0.1753;0.1185;Bradi5g02190.1;0.2573;2.775;0.0927;Carubv10009079m;0.02597;0.2597;0.09999;Thhalv10007558m;0.04081;0.3863;0.1057;Medtr3g093270.1;0.2237;2.673;0.08371;MA_66252g0010;0.2718;NA;NA;lcl|NW_010965541.1_cds_XP_010541512.1_16752;0.1144;1.39;0.08231
AT1G18060.1.1;920732;0.02226;0.153;0.1455;Bradi2g01520.1;0.3174;1.255;0.2529;Carubv10011009m;0.03132;0.2813;0.1113;Thhalv10008687m;0.06065;0.3251;0.1866;Medtr8g106690.1;0.2571;1.354;0.1899;MA_28211g0010;0.4556;1.702;0.2676;lcl|NW_010965373.1_cds_XP_010540014.1_15445;0.1619;0.9823;0.1649
AT1G18070.2.1;472022;0.01545;0.1259;0.1227;Bradi5g05200.2;0.1866;2.083;0.08959;Carubv10008818m;0.0278;0.2343;0.1186;Thhalv10007335m;0.0529;0.3484;0.1518;Medtr6g080420.3;0.1205;1.308;0.09208;MA_10428053g0010;0.2173;2.474;0.08782;lcl|NW_010965372.1_cds_XP_010537486.1_13203;0.1019;0.6744;0.1511
AT1G18090.1.1;920735;0.04311;0.1071;0.4026;Bradi1g41770.2;0.427;NA;NA;Carubv10008695m;0.08064;0.2504;0.3221;Thhalv10007197m;0.09174;0.2682;0.3421;Medtr0110s0050.1;0.3696;2.587;0.1429;MA_10431686g0010;0.4622;NA;NA;lcl|NW_010965373.1_cds_XP_010540017.1_15448;0.2251;0.7226;0.3115
AT1G18100.1.1;920736;0.005599;0.1191;0.047;Bradi2g01020.1;0.276;1.61;0.1715;Carubv10011138m;0.01043;0.1842;0.0566;Thhalv10009636m;0.01962;0.3631;0.05403;Medtr8g106840.1;0.1435;3.904;0.03676;MA_4742g0010;0.1973;1.473;0.1339;lcl|NW_010965372.1_cds_XP_010537488.1_13207;0.07736;0.8432;0.09174
AT1G18340.1.1;472054;0.01405;0.1552;0.09054;Bradi3g02580.3;0.287;NA;NA;Carubv10009867m;0.04052;0.2491;0.1627;Thhalv10008316m;0.04339;0.2403;0.1806;Medtr3g072430.1;0.227;1.677;0.1354;MA_10434052g0010;0.2896;1.54;0.1881;lcl|NW_010962392.1_cds_XP_010530197.1_6731;0.08286;0.5947;0.1393
AT1G18370.1.1;472057;0.01214;0.1052;0.1155;Bradi2g32300.2;0.2423;NA;NA;Carubv10008207m;0.01362;0.1918;0.07104;Thhalv10006702m;0.02049;0.2766;0.07405;Medtr6g082470.1;0.1443;1.849;0.07802;MA_449g0020;0.3109;NA;NA;lcl|NW_010965373.1_cds_XP_010540004.1_15437;0.07067;0.761;0.09287
AT1G18440.1.1;472062;0.02514;0.1008;0.2495;Bradi2g47250.1;0.2675;NA;NA;Carubv10009940m;0.04162;0.3163;0.1316;Thhalv10009989m;0.06302;0.2877;0.219;Medtr8g103890.1;0.267;1.698;0.1573;MA_175572g0010;0.3001;NA;NA;lcl|NW_010968263.1_cds_XP_010519198.1_33196;0.1821;0.8662;0.2102
AT1G18480.1.1;472067;0.02204;0.1599;0.1378;Bradi4g20750.2;0.4309;NA;NA;Carubv10017403m;0.03487;0.2907;0.12;Thhalv10007840m;0.05104;0.4074;0.1253;Medtr7g006040.2;0.259;2.348;0.1103;MA_335640g0010;0.3608;NA;NA;lcl|NW_010965372.1_cds_XP_010537427.1_13149;0.1214;0.9051;0.1342
AT1G18550.1.1;335111;0.01537;0.1059;0.1452;Bradi2g42970.1;0.3154;NA;NA;Carubv10008434m;0.02734;0.2039;0.1341;Thhalv10006920m;0.04032;0.2786;0.1447;Medtr4g112350.1;0.2217;2.123;0.1044;MA_113869g0010;0.3329;NA;NA;lcl|NW_010965373.1_cds_XP_010539991.1_15425;0.1145;0.9985;0.1147
AT1G18580.1.1;312807;0.01607;0.1456;0.1104;Bradi1g60010.1;0.2304;3.676;0.06269;Carubv10008800m;0.02467;0.2162;0.1141;Thhalv10007318m;0.03139;0.2687;0.1168;Medtr4g109890.1;0.1484;1.968;0.0754;MA_110784g0010;0.1864;3.391;0.05498;lcl|NW_010965372.1_cds_XP_010537409.1_13132;0.07972;0.7736;0.103
AT1G18600.1.1;472080;0.02026;0.116;0.1747;Bradi2g50680.3;0.5026;NA;NA;Carubv10009672m;0.0377;0.1872;0.2014;Thhalv10008142m;0.06533;0.3081;0.212;Medtr4g109700.1;0.3645;1.867;0.1953;MA_10435435g0010;0.5905;NA;NA;lcl|NW_010964598.1_cds_XP_010531846.1_8155;0.1788;0.6457;0.2769
AT1G18640.2.1;472085;0.02368;0.09599;0.2467;Bradi4g16260.3;0.2642;1.749;0.1511;Carubv10010958m;0.0349;0.1629;0.2142;Thhalv10008334m;0.03788;0.2238;0.1692;Medtr3g025840.1;0.2159;1.73;0.1248;MA_276043g0010;0.2751;NA;NA;lcl|NW_010965372.1_cds_XP_010537393.1_13117;0.1029;0.7003;0.147
AT1G18680.1.1;911684;0.01064;0.1161;0.09167;Bradi3g24650.1;0.3034;NA;NA;Carubv10010393m;0.02501;0.3468;0.07211;Thhalv10008859m;0.05252;0.4269;0.123;Medtr4g109110.1;0.195;1.444;0.1351;MA_23301g0010;0.2485;0.949;0.2619;lcl|NW_010965372.1_cds_XP_010537383.1_13108;0.1487;1.044;0.1425
AT1G18720.2.1;920808;0.01381;0.08415;0.1641;Bradi3g46890.1;0.3118;1.737;0.1795;Carubv10010309m;0.04668;0.2474;0.1887;Thhalv10008782m;0.04778;0.2989;0.1599;Medtr3g435230.1;0.2628;1.498;0.1754;MA_112260g0010;0.6289;1.872;0.3359;lcl|NW_010965372.1_cds_XP_010538055.1_13739;0.1542;0.931;0.1656
AT1G18740.1.1;472100;0.01327;0.1518;0.08741;Bradi5g27120.1;0.3449;NA;NA;Carubv10009431m;0.02556;0.2121;0.1205;Thhalv10010024m;0.03823;0.402;0.09512;Medtr1g098700.1;0.25;NA;NA;MA_10430484g0010;0.4416;NA;NA;lcl|NW_010962392.1_cds_XP_010530250.1_6781;0.1234;1.4;0.08815
AT1G18800.1.1;920821;0.02589;0.09567;0.2706;Bradi3g46800.1;0.1906;1.549;0.123;Carubv10010235m;0.09316;0.3552;0.2623;Thhalv10008525m;0.03217;0.3747;0.08586;Medtr3g040400.1;0.1571;1.739;0.09032;MA_10427220g0020;0.178;2.877;0.06188;lcl|NW_010965373.1_cds_XP_010539964.1_15401;0.06343;0.7559;0.08391
AT1G18850.1.1;472110;0.01957;0.1174;0.1667;Bradi2g01090.1;0.6851;NA;NA;Carubv10009088m;0.04291;0.2547;0.1684;Thhalv10007868m;0.07813;0.2499;0.3126;Medtr3g078030.1;0.3893;2.198;0.1771;MA_10164994g0010;0.6004;2.015;0.2979;lcl|NW_010964598.1_cds_XP_010532307.1_8603;0.1735;0.7188;0.2414
AT1G19130.1.1;312852;0.0148;0.1138;0.1301;Bradi3g37590.1;0.2875;2.48;0.1159;Carubv10010381m;0.0285;0.2287;0.1246;Thhalv10008865m;0.02877;0.2575;0.1118;Medtr4g125100.1;0.2264;2.064;0.1097;MA_32098g0010;0.3101;1.265;0.2452;lcl|NW_010968608.1_cds_XP_010520801.1_34634;0.123;0.9329;0.1318
AT1G19170.1.1;472140;0.01329;0.156;0.0852;Bradi3g56787.3;0.229;NA;NA;Carubv10011469m;0.0245;0.3192;0.07675;Thhalv10007407m;0.02881;0.43;0.067;Medtr4g124980.1;0.1363;2.271;0.06004;MA_10435166g0010;0.248;NA;NA;lcl|NW_010965372.1_cds_XP_010538108.1_13790;0.1052;0.9979;0.1054
AT1G19250.1.1;312863;0.02425;0.1192;0.2034;Bradi1g72500.1;0.3279;1.056;0.3105;Carubv10008834m;0.03892;0.2647;0.147;Thhalv10007357m;0.04484;0.3374;0.1329;Medtr4g124800.1;0.2582;2.714;0.09515;MA_10430096g0010;0.4698;NA;NA;lcl|NW_010964923.1_cds_XP_010533235.1_9421;0.1405;1.13;0.1243
AT1G19290.2.1;920873;0.0329;0.1299;0.2533;Bradi1g15820.3;0.4774;NA;NA;Carubv10008259m;0.06217;0.2118;0.2936;Thhalv10006776m;0.07491;0.3003;0.2495;Medtr2g049740.1;0.3821;2.142;0.1784;MA_64750g0010;0.5472;NA;NA;lcl|NW_010965373.1_cds_XP_010539933.1_15373;0.2217;0.8122;0.2729
AT1G19340.1.1;472157;0.03562;0.1221;0.2916;Bradi1g71260.2;0.409;1.616;0.2531;Carubv10009255m;0.07501;0.2264;0.3314;Thhalv10007768m;0.09771;0.2393;0.4083;Medtr1g021985.1;0.3448;1.672;0.2062;MA_10214089g0010;0.2517;1.26;0.1997;lcl|NW_010964923.1_cds_XP_010533242.1_9427;0.1902;0.6216;0.306
AT1G19360.2.1;472163;0.01596;0.134;0.1191;Bradi1g15990.1;0.2013;1.976;0.1019;Carubv10011112m;0.01946;0.2727;0.07137;Thhalv10007712m;0.04047;0.2781;0.1455;Medtr4g069260.1;0.1982;1.908;0.1039;MA_54369g0010;0.259;NA;NA;lcl|NW_010960187.1_cds_XP_010529561.1_675;0.09932;0.753;0.1319
AT1G19440.1.1;472173;0.005421;0.1248;0.04344;Bradi2g16050.1;0.1867;NA;NA;Carubv10011929m;0.01255;0.3029;0.04143;Thhalv10007370m;0.01606;0.4602;0.0349;Medtr4g070270.1;0.126;1.661;0.07584;MA_76149g0010;0.1512;2.192;0.06897;lcl|NW_010965373.1_cds_XP_010539905.1_15347;0.04707;0.9925;0.04742
