query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS
AT1G24480.1.1;472900;0.01577;0.1558;0.1013;Carubv10012416m;0.03559;0.2882;0.1235;Thhalv10009505m;0.05639;0.3735;0.151;Medtr8g089585.1;0.2073;2.359;0.08789;lcl|NW_010967396.1_cds_XP_010556193.1_29871;0.0842;0.8782;0.09588
AT1G24510.1.1;472896;0.001486;0.1597;0.009307;Carubv10008808m;0.00523;0.2836;0.01844;Thhalv10007324m;0.004863;0.2676;0.01817;Medtr3g086330.1;0.05349;1.447;0.03696;lcl|NW_010967396.1_cds_XP_010556198.1_29876;0.02412;0.8526;0.02829
AT1G24530.1.1;921733;0.01383;0.1364;0.1014;Carubv10010931m;0.03047;0.3192;0.09545;Thhalv10010028m;0.04391;0.5109;0.08595;Medtr8g089650.1;0.2907;1.695;0.1715;lcl|NW_010967396.1_cds_XP_010556200.1_29878;0.1349;1.192;0.1132
AT1G24590.1.1;921723;0.02476;0.09268;0.2672;Carubv10012164m;0.06908;0.2722;0.2538;Thhalv10008321m;0.06773;0.2917;0.2322;Medtr5g032820.1;0.4747;NA;NA;lcl|NW_010967396.1_cds_XP_010556248.1_29900;0.2511;1.577;0.1592
AT1G24610.1.1;472886;0.0167;0.1722;0.09702;Carubv10008820m;0.02687;0.2995;0.08969;Thhalv10007532m;0.03478;0.3413;0.1019;Medtr8g105200.1;0.2273;1.418;0.1603;lcl|NW_010967396.1_cds_XP_010556222.1_29901;0.1207;0.7674;0.1573
AT1G24620.1.1;335836;0.01629;0.05476;0.2975;Carubv10011672m;0.02217;0.6842;0.0324;Thhalv10008816m;0.04195;1.074;0.03905;Medtr1g032070.1;0.3032;NA;NA;lcl|NW_010960187.1_cds_XP_010531587.1_877;0.1227;1.15;0.1067
AT1G24764.1.1;921711;0.006306;0.1221;0.05163;Carubv10008549m;0.01502;0.1884;0.07972;Thhalv10007068m;0.02759;0.2525;0.1093;Medtr8g105350.1;0.1369;1.309;0.1046;lcl|NW_010968819.1_cds_XP_010521012.1_34807;0.06352;0.5502;0.1154
AT1G25210.2.1;472870;0.04802;0.2065;0.2325;Carubv10009664m;0.05005;0.1777;0.2817;Thhalv10007963m;0.06641;0.2931;0.2266;Medtr1g032430.1;0.2552;1.717;0.1487;lcl|NW_010966617.1_cds_XP_010551229.1_25387;0.1547;0.9715;0.1592
AT1G25350.1.1;472840;0.01287;0.08494;0.1515;Carubv10008339m;0.01915;0.2483;0.07714;Thhalv10006840m;0.05046;0.2714;0.186;Medtr1g110430.2;0.1441;1.585;0.09091;lcl|NW_010966617.1_cds_XP_010551245.1_25403;0.08445;0.6814;0.1239
AT1G25360.1.1;472839;0.02201;0.1499;0.1469;Carubv10008344m;0.02627;0.3228;0.08138;Thhalv10006846m;0.05923;0.3728;0.1589;Medtr1g073300.1;0.2613;2.013;0.1298;lcl|NW_010966206.1_cds_XP_010549219.1_23609;0.1636;0.9402;0.174
AT1G25375.1.1;313393;0.05005;0.1361;0.3677;Carubv10012289m;0.07538;0.2295;0.3284;Thhalv10007371m;0.09161;0.2248;0.4075;Medtr1g110300.1;0.3434;1.301;0.2639;lcl|NW_010966617.1_cds_XP_010551252.1_25409;0.2012;0.6871;0.2928
AT1G25380.2.1;472836;0.02781;0.1659;0.1677;Carubv10012042m;0.02605;0.1811;0.1439;Thhalv10007992m;0.05755;0.2168;0.2655;Medtr5g055410.1;0.229;1.543;0.1484;lcl|NW_010960187.1_cds_XP_010532254.1_957;0.1493;0.6086;0.2453
AT1G25390.2.1;921680;0.04667;0.1349;0.3459;Carubv10011668m;0.07807;0.224;0.3485;Thhalv10007057m;0.1039;0.3157;0.3292;Medtr1g110130.1;0.4311;2.599;0.1659;lcl|NW_010966617.1_cds_XP_010551255.1_25413;0.2542;1.082;0.2349
AT1G25420.1.1;921678;0.02321;0.09353;0.2481;Carubv10009577m;0.05196;0.2551;0.2037;Thhalv10008210m;0.05482;0.2694;0.2035;Medtr1g110690.1;0.2905;1.624;0.179;lcl|NW_010966617.1_cds_XP_010551261.1_25418;0.1448;0.7199;0.2012
AT1G25440.1.1;472829;0.02415;0.1498;0.1612;Carubv10009230m;0.04859;0.3226;0.1506;Thhalv10007685m;0.06583;0.5119;0.1286;Medtr1g110870.1;0.4169;NA;NA;lcl|NW_010972326.1_cds_XP_010527538.1_40650;0.2559;1.131;0.2263
AT1G25480.1.1;912460;0.01143;0.1352;0.08454;Carubv10008724m;0.0232;0.2823;0.08215;Thhalv10007220m;0.03651;0.3408;0.1072;Medtr1g111250.1;0.3015;2.122;0.1421;lcl|NW_010966617.1_cds_XP_010551282.1_25438;0.1114;0.9929;0.1122
AT1G25500.2.1;313379;0.006368;0.1196;0.05326;Carubv10011975m;0.01345;0.2108;0.06382;Thhalv10007483m;0.02014;0.2545;0.07914;Medtr5g054780.1;0.1746;1.86;0.09384;lcl|NW_010960187.1_cds_XP_010532176.1_948;0.06295;0.8604;0.07316
AT1G25510.1.1;921665;0.01934;0.196;0.09866;Carubv10012516m;0.05447;0.3461;0.1574;Thhalv10009899m;0.06818;0.5113;0.1333;Medtr1g111350.1;0.2408;1.546;0.1557;lcl|NW_010972326.1_cds_XP_010527532.1_40642;0.1469;0.9315;0.1577
AT1G25530.1.1;472817;0.01414;0.1327;0.1065;Carubv10009167m;0.03054;0.3236;0.0944;Thhalv10007653m;0.03328;0.3122;0.1066;Medtr5g054730.1;0.1689;NA;NA;lcl|NW_010966617.1_cds_XP_010551300.1_25447;0.1123;1.113;0.1009
AT1G25540.1.1;472815;0.0124;0.09648;0.1285;Carubv10008315m;0.02483;0.1709;0.1453;Thhalv10006778m;0.03963;0.2395;0.1655;Medtr5g054680.1;0.2578;1.357;0.19;lcl|NW_010960187.1_cds_XP_010532164.1_947;0.1293;0.6232;0.2075
AT1G25550.1.1;912452;0.04858;0.2501;0.1942;Carubv10009492m;0.08829;0.6158;0.1434;Thhalv10008115m;0.141;0.591;0.2386;Medtr5g054300.1;0.4218;NA;NA;lcl|NW_010966617.1_cds_XP_010551302.1_25457;0.2269;1.26;0.1801
AT1G25580.1.1;921658;0.03059;0.1181;0.259;Carubv10009087m;0.03665;0.2806;0.1306;Thhalv10007551m;0.08224;0.3046;0.27;Medtr5g053430.2;0.2658;2.724;0.09759;lcl|NW_010966617.1_cds_XP_010551308.1_25461;0.1484;0.9684;0.1532
AT1G25682.2.1;912447;0.009662;0.1204;0.08022;Carubv10009810m;0.02218;0.2677;0.08285;Thhalv10008252m;0.0423;0.3078;0.1374;Medtr1g093770.1;0.1695;1.649;0.1028;lcl|NW_010968972.1_cds_XP_010521074.1_34860;0.1087;0.8749;0.1243
AT1G26090.1.1;472808;0.03198;0.1503;0.2128;Carubv10011801m;0.0454;0.2027;0.2239;Thhalv10007585m;0.06746;0.2236;0.3016;Medtr5g053280.1;0.2667;1.412;0.1889;lcl|NW_010966617.1_cds_XP_010551313.1_25465;0.1566;0.7209;0.2172
AT1G26100.1.1;313371;0.0242;0.104;0.2326;Carubv10012001m;0.03296;0.2408;0.1369;Thhalv10008642m;0.05419;0.249;0.2176;Medtr5g053250.1;0.2175;1.38;0.1576;lcl|NW_010966617.1_cds_XP_010551312.1_25466;0.1948;0.9176;0.2123
AT1G26120.1.1;472805;0.0192;0.1014;0.1894;Carubv10009035m;0.0391;0.1919;0.2037;Thhalv10007556m;0.04997;0.2449;0.204;Medtr8g070000.1;0.2008;1.399;0.1436;lcl|NW_010966617.1_cds_XP_010551319.1_25472;0.1139;0.8522;0.1337
AT1G26170.1.1;472800;0.0188;0.08977;0.2095;Carubv10010981m;0.03173;0.1373;0.2311;Thhalv10006742m;0.05265;0.1724;0.3054;Medtr0010s0220.1;0.2431;1.396;0.1741;lcl|NW_010960187.1_cds_XP_010532428.1_978;0.1232;0.5432;0.2268
AT1G26180.1.1;921642;0.02181;0.1394;0.1565;Carubv10009768m;0.04654;0.2127;0.2188;Thhalv10008392m;0.04656;0.305;0.1527;Medtr6g021510.1;0.2621;1.98;0.1324;lcl|NW_010966617.1_cds_XP_010551326.1_25481;0.1412;0.8506;0.1661
AT1G26190.1.1;472799;0.01005;0.09917;0.1014;Carubv10012121m;0.01376;0.1654;0.08319;Thhalv10006992m;0.01865;0.2293;0.08134;Medtr4g073890.1;0.1481;1.446;0.1024;lcl|NW_010966617.1_cds_XP_010551329.1_25482;0.1013;0.7612;0.1331
AT1G26220.1.1;472794;0.01222;0.1632;0.07489;Carubv10012337m;0.02539;0.3628;0.06997;Thhalv10008844m;0.05135;0.4628;0.111;Medtr1g018030.2;0.2555;2.261;0.113;lcl|NW_010966617.1_cds_XP_010551340.1_25492;0.1624;1.231;0.1319
AT1G26290.1.1;490800;0.02481;0.1386;0.1791;Carubv10006252m;0.06885;0.3661;0.188;Thhalv10026515m;0.05861;0.3142;0.1865;Medtr5g032580.1;0.4706;2.161;0.2177;lcl|NW_010963495.1_cds_XP_010531589.1_7754;0.3265;1.629;0.2004
AT1G26340.1.1;472784;0.02513;0.1566;0.1605;Carubv10010310m;0.02899;0.2265;0.128;Thhalv10009081m;0.05623;0.3135;0.1794;Medtr5g045630.1;0.2872;NA;NA;lcl|NW_010960187.1_cds_XP_010532510.1_988;0.1516;0.9015;0.1682
AT1G26460.1.1;472772;0.01319;0.12;0.1099;Carubv10008572m;0.02124;0.2201;0.09647;Thhalv10007071m;0.08214;0.385;0.2133;Medtr5g044270.6;0.2737;1.779;0.1538;lcl|NW_010966617.1_cds_XP_010551386.1_25535;0.1512;0.8497;0.1779
AT1G26470.1.1;472771;0.009769;0.1334;0.07322;Carubv10010577m;0.02265;0.2164;0.1047;Thhalv10009087m;0.02266;0.2799;0.08097;Medtr5g044200.1;0.1429;1.305;0.1095;lcl|NW_010966617.1_cds_XP_010551387.1_25536;0.0886;0.7717;0.1148
AT1G26480.1.1;313341;0.01038;0.1137;0.0913;Carubv10011021m;0.006213;0.174;0.03571;Thhalv10008445m;0.02577;0.241;0.1069;Medtr5g044160.1;0.08334;1.513;0.05509;lcl|NW_010966617.1_cds_XP_010551389.1_25537;0.03268;0.9404;0.03475
AT1G26500.1.1;921606;0.03648;0.1902;0.1918;Carubv10012523m;0.04987;0.2684;0.1858;Thhalv10009723m;0.06284;0.4671;0.1345;Medtr5g044120.1;0.2607;1.453;0.1794;lcl|NW_010960187.1_cds_XP_010532577.1_994;0.1299;0.8879;0.1462
AT1G26520.1.1;472757;0.01371;0.06729;0.2037;Carubv10009523m;0.01999;0.1719;0.1162;Thhalv10007454m;0.04198;0.3394;0.1237;Medtr5g044050.1;0.1673;1.279;0.1308;lcl|NW_010966617.1_cds_XP_010551388.1_25538;0.08417;0.7226;0.1165
AT1G26550.1.1;335745;0.002808;0.1505;0.01866;Carubv10010590m;0.006276;0.2305;0.02723;Thhalv10009046m;0.0171;0.3443;0.04967;Medtr3g037570.1;0.05173;1.202;0.04305;lcl|NW_010966617.1_cds_XP_010551417.1_25567;0.06057;0.8866;0.06832
AT1G26560.1.1;472753;0.01137;0.1597;0.0712;Carubv10008883m;0.02475;0.2713;0.09122;Thhalv10007404m;0.03225;0.3131;0.103;Medtr4g083000.1;0.1432;1.79;0.07998;lcl|NW_010969381.1_cds_XP_010521462.1_35200;0.1005;0.9052;0.111
AT1G26580.2.1;472751;0.07061;0.1633;0.4324;Carubv10008961m;0.1066;0.2273;0.4689;Thhalv10009562m;0.1554;0.3529;0.4405;Medtr3g023780.3;0.5799;2.226;0.2605;lcl|NW_010966617.1_cds_XP_010551395.1_25544;0.3101;0.7295;0.4251
AT1G26600.2.1;472749;0.03479;0.09749;0.3569;Carubv10010464m;0.1737;0.3005;0.5781;Thhalv10009109m;0.08879;0.3229;0.2749;Medtr4g082920.1;0.3641;1.896;0.1921;lcl|NW_010966822.1_cds_XP_010552555.1_26575;0.306;1.357;0.2255
AT1G26640.1.1;472744;0.014;0.1153;0.1214;Carubv10009701m;0.02981;0.2326;0.1281;Thhalv10008165m;0.03107;0.2663;0.1167;Medtr5g042980.1;0.1892;1.696;0.1115;lcl|NW_010960187.1_cds_XP_010532643.1_1001;0.08274;0.7463;0.1109
AT1G26650.1.1;472743;0.01693;0.1769;0.09569;Carubv10012379m;0.04249;0.2509;0.1693;Thhalv10008119m;0.04205;0.3502;0.1201;Medtr4g082350.1;0.2476;1.667;0.1485;lcl|NW_010966822.1_cds_XP_010552565.1_26585;0.1398;1.018;0.1373
AT1G26670.1.1;472739;0.01114;0.1685;0.06608;Carubv10010242m;0.02016;0.2094;0.09626;Thhalv10008719m;0.03512;0.2522;0.1393;Medtr5g042530.1;0.1713;1.212;0.1413;lcl|NW_010966822.1_cds_XP_010552566.1_26587;0.087790000000000007;0.6075;0.1445
AT1G26690.1.1;912378;0.01805;0.1778;0.1015;Carubv10010145m;0.04642;0.3107;0.1494;Thhalv10008758m;0.05007;0.434;0.1153;Medtr4g082315.1;0.2334;1.82;0.1282;lcl|NW_010960187.1_cds_XP_010532700.1_1005;0.08468;1.184;0.07151
AT1G26740.1.1;472732;0.01666;0.08442;0.1974;Carubv10010602m;0.03761;0.2176;0.1728;Thhalv10009076m;0.08029;0.2813;0.2855;Medtr1g025320.3;0.4248;1.459;0.2912;lcl|NW_010960187.1_cds_XP_010532712.1_1006;0.1971;0.8537;0.2309
AT1G26750.1.1;472731;0.01639;0.1393;0.1176;Carubv10010351m;0.03469;0.2553;0.1359;Thhalv10008835m;0.0903;0.2792;0.3234;Medtr8g006800.1;0.3475;1.568;0.2216;lcl|NW_010960187.1_cds_XP_010532732.1_1008;0.2254;0.7356;0.3064
AT1G26800.1.1;472720;0.04171;0.09934;0.4199;Carubv10010252m;0.04197;0.2331;0.1801;Thhalv10009887m;0.0657;0.3322;0.1978;Medtr5g041310.1;0.3503;2.244;0.1561;lcl|NW_010960187.1_cds_XP_010532788.1_1013;0.1723;0.8391;0.2053
AT1G26810.2.1;472719;0.01416;0.1072;0.1321;Carubv10008767m;0.02836;0.2206;0.1285;Thhalv10007037m;0.03884;0.3426;0.1133;Medtr5g041210.1;0.2448;1.284;0.1907;lcl|NW_010966617.1_cds_XP_010551442.1_25590;0.1373;0.6662;0.2061
AT1G26840.1.1;472711;0.01082;0.1691;0.06397;Carubv10009974m;0.03231;0.336;0.09618;Thhalv10008427m;0.0619;0.4246;0.1458;Medtr5g040250.1;0.2368;1.809;0.1309;lcl|NW_010966617.1_cds_XP_010551536.1_25681;0.1131;0.7082;0.1596
AT1G26850.2.1;472714;0.00356;0.1163;0.03062;Carubv10011097m;0.01086;0.2211;0.04913;Thhalv10007096m;0.009018;0.2969;0.03038;Medtr8g055840.3;0.1186;1.61;0.07368;lcl|NW_010966822.1_cds_XP_010552579.1_26600;0.06519;0.9287;0.07019
AT1G26870.1.1;335709;0.02326;0.07571;0.3072;Carubv10011253m;0.03933;0.1862;0.2113;Thhalv10007709m;0.06145;0.3083;0.1993;Medtr5g040420.1;0.3836;2.742;0.1399;lcl|NW_010966617.1_cds_XP_010551540.1_25685;0.2085;0.9156;0.2277
AT1G26880.1.1;472716;0.0;0.07519;0.0;Carubv10010667m;0.0;0.1242;0.0;Thhalv10009127m;0.01203;0.2304;0.05224;Medtr5g040570.1;0.0443;1.781;0.02487;lcl|NW_010966617.1_cds_XP_010551541.1_25686;0.02678;0.9115;0.02939
AT1G26900.1.1;921544;0.04472;0.1007;0.4439;Carubv10016929m;0.08589;0.1945;0.4415;Thhalv10009468m;0.1036;0.3501;0.296;Medtr2g019350.1;0.3863;1.741;0.2219;lcl|NW_010966617.1_cds_XP_010551530.1_25674;0.1984;0.7232;0.2743
AT1G26940.1.1;472705;0.01606;0.07921;0.2027;Carubv10010228m;0.03047;0.2151;0.1416;Thhalv10008695m;0.03819;0.3005;0.1271;Medtr5g039210.1;0.1139;2.335;0.0488;lcl|NW_010966822.1_cds_XP_010552587.1_26608;0.06784;0.5898;0.115
AT1G26945.1.1;472704;0.0;0.03303;0.0;Carubv10010751m;0.004304;0.1228;0.03504;Thhalv10009197m;0.004304;0.1109;0.0388;Medtr5g039180.1;0.1149;1.33;0.08639;lcl|NW_010966822.1_cds_XP_010552588.1_26609;0.06382;0.6683;0.09549
AT1G27000.1.1;921531;0.01842;0.1015;0.1814;Carubv10009851m;0.05077;0.2334;0.2175;Thhalv10008298m;0.138;0.3279;0.4209;Medtr5g038550.2;0.4113;1.763;0.2333;lcl|NW_010966617.1_cds_XP_010551511.1_25657;0.152;0.7284;0.2086
AT1G27050.1.1;912319;0.05833;0.1671;0.3492;Carubv10010298m;0.1077;0.4513;0.2386;Thhalv10008803m;0.116;0.4245;0.2732;Medtr5g038225.1;0.2842;1.049;0.2709;lcl|NW_010966822.1_cds_XP_010552598.1_26620;0.1994;1.742;0.1145
AT1G27060.1.1;921522;0.04252;0.1104;0.3851;Carubv10009415m;0.07074;0.3002;0.2356;Thhalv10007854m;0.08155;0.3216;0.2536;Medtr5g038220.1;0.2842;1.656;0.1716;lcl|NW_010960187.1_cds_XP_010532866.1_1021;0.1868;0.8173;0.2285
AT1G27070.1.1;921521;0.03466;0.09455;0.3666;Carubv10011637m;0.08543;0.2106;0.4056;Thhalv10007340m;0.1104;0.2611;0.4228;Medtr5g038210.1;0.4959;2.204;0.225;lcl|NW_010966617.1_cds_XP_010551497.1_25643;0.2573;0.7444;0.3457
AT1G27090.1.1;472693;0.0184;0.164;0.1121;Carubv10009264m;0.06046;0.3452;0.1751;Thhalv10007745m;0.08927;0.5179;0.1724;Medtr5g037960.1;0.2617;2.309;0.1133;lcl|NW_010966617.1_cds_XP_010551492.1_25639;0.1962;0.8352;0.2349
AT1G27100.1.1;472692;0.02464;0.1597;0.1543;Carubv10008874m;0.0476;0.3532;0.1348;Thhalv10007368m;0.07883;0.4315;0.1827;Medtr8g061880.1;0.3814;2.092;0.1823;lcl|NW_010966822.1_cds_XP_010552601.1_26623;0.1707;1.066;0.1602
AT1G27150.1.1;472688;0.02212;0.1088;0.2032;Carubv10009055m;0.04877;0.2554;0.1909;Thhalv10007555m;0.04454;0.2486;0.1791;Medtr5g037400.1;0.2751;1.375;0.2001;lcl|NW_010966617.1_cds_XP_010551490.1_25635;0.1854;0.813;0.2281
AT1G27200.1.1;921504;0.01328;0.1118;0.1188;Carubv10008688m;0.03379;0.2584;0.1307;Thhalv10007185m;0.04588;0.3167;0.1449;Medtr5g037020.1;0.3595;NA;NA;lcl|NW_010966822.1_cds_XP_010552613.1_26634;0.1516;1.295;0.1171
AT1G27210.1.1;921503;0.01372;0.1218;0.1126;Carubv10008592m;0.03961;0.299;0.1325;Thhalv10007045m;0.06536;0.4079;0.1602;Medtr5g036950.1;0.3781;1.863;0.2029;lcl|NW_010966617.1_cds_XP_010551463.1_25610;0.1678;1.028;0.1633
AT1G27290.2.1;472924;0.01261;0.1688;0.07469;Carubv10010578m;0.03465;0.3907;0.08869;Thhalv10009048m;0.05904;0.7366;0.08014;Medtr3g084990.1;0.2487;NA;NA;lcl|NW_010967396.1_cds_XP_010556123.1_29804;0.1012;0.9021;0.1122
AT1G27300.1.1;472926;0.05635;0.1144;0.4926;Carubv10012486m;0.09285;0.3124;0.2972;Thhalv10008828m;0.1627;0.2974;0.5472;Medtr3g085060.1;0.6371;1.877;0.3393;lcl|NW_010960187.1_cds_XP_010531112.1_829;0.2348;1.126;0.2084
AT1G27320.1.1;472928;0.008053;0.1028;0.07834;Carubv10011949m;0.02469;0.1924;0.1283;Thhalv10006655m;0.04088;0.24;0.1703;Medtr3g085130.1;0.2004;1.788;0.1121;lcl|NW_010966737.1_cds_XP_010552447.1_26474;0.1137;0.9136;0.1245
AT1G27340.1.1;921768;0.01455;0.08573;0.1698;Carubv10010927m;0.02951;0.1955;0.1509;Thhalv10007553m;0.03461;0.3216;0.1076;Medtr3g085160.1;0.2189;1.69;0.1295;lcl|NW_010963276.1_cds_XP_010530554.1_6997;0.1196;0.7264;0.1647
AT1G27385.1.1;472942;0.02552;0.1441;0.1771;Carubv10010328m;0.01805;0.1784;0.1012;Thhalv10008813m;0.03557;0.2694;0.132;Medtr3g085280.1;0.2797;1.405;0.1991;lcl|NW_010960187.1_cds_XP_010531162.1_836;0.1053;0.5188;0.2029
AT1G27400.1.1;472943;0.02006;0.09988;0.2009;Carubv10010138m;0.0136;0.1987;0.06844;Thhalv10008897m;0.01408;0.3028;0.0465;Medtr3g085490.1;0.07327;1.337;0.05481;lcl|NW_010963496.1_cds_XP_010531613.1_7946;0.05411;0.8529;0.06344
AT1G27410.1.1;472944;0.02769;0.1285;0.2155;Carubv10011240m;0.03457;0.267;0.1295;Thhalv10001995m;0.09521;0.4921;0.1935;Medtr0280s0030.1;0.3302;1.852;0.1783;lcl|NW_010965775.1_cds_XP_010543115.1_18167;0.1488;0.9737;0.1528
AT1G27435.1.1;921780;0.02785;0.1202;0.2318;Carubv10012625m;0.03398;0.2308;0.1473;Thhalv10009236m;0.05893;0.1503;0.392;Medtr3g074700.1;0.1609;1.461;0.1101;lcl|NW_010967396.1_cds_XP_010556109.1_29790;0.1027;0.9703;0.1058
AT1G27450.1.1;472949;0.02131;0.1018;0.2094;Carubv10010128m;0.03675;0.187;0.1966;Thhalv10008627m;0.07633;0.2507;0.3044;Medtr3g103010.1;0.1025;1.43;0.07166;lcl|NW_010967605.1_cds_XP_010556446.1_30107;0.07482;0.7697;0.0972
AT1G27460.1.1;921783;0.02315;0.1077;0.215;Carubv10008472m;0.03973;0.2267;0.1753;Thhalv10006966m;0.04916;0.2733;0.1799;Medtr1g018040.2;0.2847;1.804;0.1578;lcl|NW_010967605.1_cds_XP_010556464.1_30124;0.141;0.787;0.1792
AT1G27480.1.1;921786;0.04609;0.1296;0.3557;Carubv10009090m;0.06733;0.223;0.3019;Thhalv10007681m;0.07229;0.3278;0.2205;Medtr3g103300.1;0.3215;NA;NA;lcl|NW_010960187.1_cds_XP_010530476.1_768;0.2007;1.47;0.1365
AT1G27520.1.1;472957;0.01564;0.0844;0.1852;Carubv10008651m;0.0308;0.1748;0.1762;Thhalv10007201m;0.04098;0.2568;0.1596;Medtr4g106370.1;0.1509;1.33;0.1135;lcl|NW_010964598.1_cds_XP_010532268.1_8561;0.1097;0.7266;0.151
AT1G27530.1.1;472958;0.0;0.1394;0.0;Carubv10011729m;0.009095;0.1954;0.04655;Thhalv10008910m;0.02692;0.4296;0.06265;Medtr3g111110.3;0.04101;1.189;0.03448;lcl|NW_010969242.1_cds_XP_010521427.1_35178;0.03766;0.7929;0.04749
AT1G27595.1.1;313480;0.02278;0.06427;0.3545;Carubv10008212m;0.05086;0.158;0.322;Thhalv10006574m;0.05795;0.1929;0.3004;Medtr3g111090.1;0.3236;1.448;0.2235;lcl|NW_010968608.1_cds_XP_010520815.1_34642;0.1813;0.5869;0.3089
AT1G27600.2.1;921800;0.0101;0.07291;0.1385;Carubv10009365m;0.02053;0.2655;0.07731;Thhalv10007547m;0.04837;0.3672;0.1317;Medtr3g111060.1;0.2595;2.792;0.09295;lcl|NW_010967605.1_cds_XP_010556501.1_30160;0.1301;0.9633;0.1351
AT1G27620.1.1;921812;0.02564;0.1239;0.2069;Carubv10011142m;0.06201;0.2907;0.2134;Thhalv10007633m;0.0773;0.4086;0.1892;Medtr3g112180.1;0.27;1.834;0.1472;lcl|NW_010966774.1_cds_XP_010552486.1_26515;0.1301;0.7938;0.1639
AT1G27660.1.1;472970;0.02158;0.1172;0.1842;Carubv10009095m;0.03806;0.2224;0.1711;Thhalv10007594m;0.05077;0.2031;0.25;Medtr3g112170.1;0.5258;1.586;0.3314;lcl|NW_010965451.1_cds_XP_010540345.1_15703;0.2073;0.6453;0.3213
AT1G27680.1.1;472972;0.01661;0.1354;0.1227;Carubv10008862m;0.02593;0.2436;0.1064;Thhalv10007379m;0.0426;0.3046;0.1399;Medtr3g112070.1;0.1692;1.565;0.1081;lcl|NW_010965451.1_cds_XP_010540326.1_15696;0.09421;0.7815;0.1205
AT1G27700.1.1;472976;0.01951;0.127;0.1536;Carubv10009881m;0.03675;0.3473;0.1058;Thhalv10008228m;0.05628;0.3522;0.1598;Medtr1g018550.1;0.3688;2.198;0.1678;lcl|NW_010966274.1_cds_XP_010549263.1_23648;0.1443;0.9178;0.1572
AT1G27730.1.1;472978;0.01031;0.1274;0.08095;Carubv10010130m;0.03018;0.3366;0.08967;Thhalv10010032m;0.06202;0.4681;0.1325;Medtr3g102980.1;0.382;NA;NA;lcl|NW_010966274.1_cds_XP_010549267.1_23651;0.1966;1.146;0.1715
AT1G27750.1.1;912607;0.03458;0.1341;0.2579;Carubv10008153m;0.04047;0.1949;0.2076;Thhalv10006638m;0.0666;0.2301;0.2894;Medtr1g018350.2;0.4267;1.807;0.2361;lcl|NW_010966274.1_cds_XP_010549272.1_23655;0.1744;0.7327;0.238
AT1G27760.3.1;472983;0.01301;0.1387;0.09377;Carubv10011438m;0.03438;0.2189;0.157;Thhalv10007663m;0.06206;0.2892;0.2146;Medtr3g103090.1;0.2577;2.3;0.112;lcl|NW_010966274.1_cds_XP_010549276.1_23659;0.1114;0.7051;0.158
AT1G27770.4.1;472987;0.008075;0.1222;0.06608;Carubv10008156m;0.0182;0.2045;0.08897;Thhalv10006664m;0.02425;0.2525;0.09606;Medtr3g103070.1;0.119;1.525;0.07803;lcl|NW_010966274.1_cds_XP_010549279.1_23661;0.06718;0.7217;0.09308
AT1G27840.1.1;472988;0.02069;0.109;0.1897;Carubv10009118m;0.03625;0.1696;0.2137;Thhalv10007615m;0.05147;0.2498;0.2061;Medtr3g103170.1;0.2118;1.425;0.1486;lcl|NW_010965451.1_cds_XP_010540399.1_15766;0.09321;0.4889;0.1906
AT1G27880.1.1;472990;0.02408;0.1139;0.2114;Carubv10008253m;0.03588;0.1967;0.1824;Thhalv10006736m;0.05363;0.2693;0.1991;Medtr8g080160.1;0.3272;1.559;0.2098;lcl|NW_010966274.1_cds_XP_010549284.1_23665;0.1497;0.766;0.1955
AT1G27930.1.1;921839;0.0105;0.1669;0.06291;Carubv10009914m;0.01626;0.3984;0.04081;Thhalv10010026m;0.05496;0.4105;0.1339;Medtr8g080660.1;0.3022;3.187;0.09481;lcl|NW_010966274.1_cds_XP_010549289.1_23671;0.1212;1.697;0.07142
AT1G27940.1.1;472995;0.02331;0.1904;0.1224;Carubv10008102m;0.03847;0.3035;0.1268;Thhalv10006582m;0.04417;0.3194;0.1383;Medtr1g025560.1;0.2193;1.98;0.1108;lcl|NW_010960960.1_cds_XP_010527726.1_4467;0.1499;1.015;0.1477
AT1G27950.1.1;921841;0.02959;0.1937;0.1528;Carubv10010343m;0.05521;0.3393;0.1627;Thhalv10008820m;0.09095;0.3541;0.2569;Medtr3g085210.1;0.4891;NA;NA;lcl|NW_010965451.1_cds_XP_010540410.1_15776;0.2669;1.559;0.1711
AT1G27970.1.1;472998;0.003984;0.1554;0.02564;Carubv10010649m;0.01022;0.3029;0.03374;Thhalv10010039m;0.02055;0.3442;0.0597;Medtr8g080790.1;0.1121;0.57;0.1966;lcl|NW_010960187.1_cds_XP_010531125.1_830;0.06221;1.075;0.05788
